Manufacturer,Model,Price,Car Transmission,Power (BHP) of the car,Engine size in CC,Type of fuel,Number of male owners,Number of female owners,Gender unclassified,Total number of owners
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,72818,72818,6968,152854
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,102885,102885,6050,149277
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,112052,112052,6612,147376
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,58454,58454,7248,144129
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,113382,113382,8917,142751
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,66679,66679,5991,138730
Renault,Scenic,32.06,5.96,89.35,1472.83,diesel,75759,75759,6866,136735
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,59964,59964,4987,124418
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,87224,87224,6788,124048
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,48876,48876,9013,123196
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,94595,94595,5666,121276
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,56199,56199,8043,120726
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,93147,93147,6807,120049
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,92589,92589,4995,119028
BMW,118i,37.43,6.2,104.2,1796.6,petrol,58385,58385,6886,117710
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,75307,75307,5525,101478
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,66138,66138,5053,99900
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,80160,80160,3827,99152
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,76869,76869,3997,98626
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,43507,43507,5980,93018
Rover,2000,17.18,5.0,74.0,1994.0,petrol,54632,54632,4223,92618
Audi,A6,82.06,7.73,199.73,2790.45,diesel,71715,71715,4838,89464
Ford,Fusion,19.38,4.86,61.27,1470.91,petrol,46140,46140,3413,84690
Citroen,C4,29.26,5.95,90.62,1462.36,petrol,53535,53535,3378,84087
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,62377,62377,4814,82176
Mazda,6,42.67,5.91,118.19,2095.19,petrol,62838,62838,3592,81708
Seat,Leon,32.94,6.35,114.82,1615.37,petrol,54188,54188,2934,81047
Rover,75,39.35,5.0,98.05,1928.71,petrol,64971,64971,3297,79741
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,29724,29724,5496,74428
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,40356,40356,4334,72587
Audi,TT,64.59,6.78,178.56,2011.56,petrol,37729,37729,4699,72133
Kia,Picanto,16.59,5.0,52.85,998.0,petrol,26278,26278,2365,71115
Mazda,3,31.0,5.79,101.89,1905.63,petrol,41454,41454,3239,70865
Peugeot,107,11.14,5.0,50.0,998.0,petrol,21409,21409,3276,70167
Volvo,S40,35.28,5.18,113.35,2106.5,petrol,48759,48759,3851,68294
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,15621,15621,4369,66136
Toyota,Aygo,15.21,5.0,53.0,998.0,petrol,21005,21005,4978,65603
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,27628,27628,3320,63693
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,40682,40682,3689,62702
Hyundai,Getz,13.64,4.71,69.0,1424.86,petrol,26246,26246,2488,60813
Nissan,Note,19.32,5.0,66.43,1348.29,diesel,32971,32971,2830,59595
Citroen,C1,13.49,5.0,52.38,1028.92,petrol,20790,20790,2414,57227
Mazda,2,21.6,6.0,64.62,1496.0,petrol,21425,21425,2773,56872
Nissan,X-Trail,47.36,3.75,113.38,1774.81,diesel,39672,39672,2334,56016
Nissan,Qashqai+2,34.94,5.25,97.72,1820.66,diesel,31138,31138,3493,55773
Rover,45,23.32,3.75,84.2,1853.9,petrol,39627,39627,2284,55310
BMW,X5,113.27,8.0,246.33,2994.67,diesel,39118,39118,2675,54607
Peugeot,407,38.73,5.54,114.65,2178.19,diesel,42130,42130,2027,53031
Fiat,500L,26.29,5.6,74.73,1186.33,diesel,14548,14548,3274,53019
Volkswagen,Touran,32.99,6.23,94.04,1528.81,diesel,30870,30870,3361,52914
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,21012,21012,2110,52522
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,34664,34664,2903,51122
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,42433,42433,2146,50527
Toyota,Auris,26.97,3.08,85.69,1515.28,petrol,29784,29784,2720,50366
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,32756,32756,2351,49548
Peugeot,308,32.33,5.89,103.11,1482.5,petrol,27899,27899,1890,48871
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,21357,21357,2577,48394
Mazda,323,17.34,4.75,70.92,1683.61,petrol,28270,28270,2811,48347
Citroen,C5,34.91,5.6,104.23,1805.92,diesel,38293,38293,1956,47900
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,31808,31808,2694,47829
Hyundai,I10,16.01,5.0,51.78,998.0,petrol,20002,20002,1279,47641
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,35754,35754,1747,45448
Kia,Rio,22.96,6.29,80.0,998.0,petrol,25875,25875,1502,45400
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,19073,19073,3183,45095
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,32068,32068,2182,44388
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,30073,30073,2258,44126
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,24543,24543,2223,43433
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,33535,33535,2312,42721
MG,ZR,21.02,5.0,92.33,1729.33,petrol,25745,25745,1691,42513
Ford,Puma,30.38,6.31,94.06,935.62,petrol,15065,15065,2634,42328
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,35805,35805,1651,40662
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,15039,15039,3075,38275
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,25438,25438,2791,37104
Fiat,Stilo,22.78,5.27,92.36,1837.36,petrol,21695,21695,1758,36365
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,22194,22194,1828,34884
Porsche,911,158.79,7.47,293.53,3005.4,petrol,28375,28375,1514,33130
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,22018,22018,1826,32636
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,25769,25769,1617,32219
Volvo,XC90,85.83,8.0,213.15,1969.0,petrol,19865,19865,2143,31497
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,14969,14969,2075,31424
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,11065,11065,1626,30768
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,20679,20679,1770,30496
Kia,Ceed,26.98,5.86,88.09,1460.8,petrol,19115,19115,761,29581
Ford,S-MAX,47.52,6.0,128.89,1886.56,diesel,18424,18424,1170,29559
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,17374,17374,1389,28783
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,12893,12893,2073,28664
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,20303,20303,1560,27939
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,17486,17486,947,27838
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,12661,12661,1402,27010
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,18974,18974,1524,26826
Chevrolet,Matiz,9.49,4.91,40.82,850.27,petrol,9512,9512,1379,26638
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,17822,17822,1014,26504
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,20355,20355,1265,26465
BMW,X3,76.59,8.0,184.0,2396.4,petrol,14173,14173,1476,25856
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,8452,8452,1500,25386
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,14810,14810,1146,25289
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,15565,15565,1269,25101
Hyundai,I30,28.61,5.95,100.59,1387.62,petrol,15561,15561,705,24611
Smart,Fortwo,19.97,2.81,55.38,592.56,automatic,11952,11952,1190,24545
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,17517,17517,680,24460
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,15321,15321,1531,24280
Ford,C-MAX,32.18,6.0,99.0,1448.6,petrol,15046,15046,790,23887
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,14395,14395,1302,23748
Mercedes,B,41.39,7.29,105.71,1545.43,diesel,12357,12357,1256,23702
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,19649,19649,1656,23614
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,15519,15519,1322,22795
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,10268,10268,1680,22740
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,16002,16002,1124,22621
Jaguar,XF,78.75,8.0,176.25,1997.0,diesel,19245,19245,809,22053
Hyundai,I20,21.85,6.09,70.73,1052.27,petrol,11468,11468,606,22000
MG,TF,32.09,4.0,98.2,1754.4,petrol,10831,10831,1237,21714
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,12208,12208,1208,21438
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,14272,14272,1549,21366
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,12382,12382,694,20975
BMW,740i,115.53,8.0,250.0,2998.0,petrol,17913,17913,1157,20925
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,12395,12395,1242,20841
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,16106,16106,998,20825
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,16836,16836,1116,20577
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,12349,12349,944,20439
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,10393,10393,1300,20374
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,8293,8293,1136,20290
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,10998,10998,1113,19788
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,13020,13020,660,19464
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,13381,13381,769,18835
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,12064,12064,976,18670
Saab,900,37.01,4.59,114.68,2208.09,petrol,12888,12888,1191,18462
Volvo,850,36.38,4.5,125.71,2294.76,petrol,14347,14347,895,18407
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,13168,13168,1102,18228
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,10199,10199,1163,18038
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,10553,10553,690,17790
Volvo,C30,32.49,5.3,113.28,2093.02,petrol,9719,9719,964,17686
BMW,M3,135.11,6.5,309.0,3999.0,petrol,15292,15292,674,17620
Audi,A5,59.43,7.0,150.45,1981.82,petrol,13583,13583,810,17602
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,13068,13068,737,17480
Mazda,626,20.72,4.72,81.38,1950.91,petrol,12679,12679,887,17357
Audi,A2,23.05,5.0,55.0,1406.0,petrol,7570,7570,1247,17329
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,12867,12867,556,17079
Rover,Mini,7.92,4.0,33.33,868.33,petrol,9314,9314,754,17028
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,14051,14051,820,17009
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,11093,11093,739,16649
MG,ZT,42.75,5.0,128.5,2548.83,petrol,13611,13611,504,16209
Mazda,5,22.13,5.5,75.09,1622.68,petrol,9042,9042,796,16179
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,10411,10411,892,16082
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,11052,11052,676,15923
Volvo,940,30.24,4.5,110.0,2316.0,petrol,12224,12224,806,15863
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,11607,11607,890,15824
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,10796,10796,701,15298
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,8854,8854,779,15197
Volkswagen,Tiguan,44.31,6.71,108.0,1663.93,petrol,8695,8695,746,15157
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,9425,9425,481,14723
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,5256,5256,722,14576
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,8229,8229,900,14471
Volkswagen,Fox,12.5,5.0,48.67,1336.67,petrol,5239,5239,766,14463
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,6021,6021,732,14393
Suzuki,SX4,20.67,4.75,88.0,1586.0,petrol,7561,7561,852,14111
Chevrolet,Kalos,14.22,4.73,64.45,1353.36,petrol,6487,6487,686,13992
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,1878,1878,834,13871
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,10766,10766,527,13757
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,7280,7280,823,13639
Volkswagen,Eos,42.29,6.0,113.8,1740.0,petrol,5355,5355,1039,13559
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,5825,5825,637,12605
Honda,FR-V,33.13,5.29,103.0,1914.71,petrol,6837,6837,708,12492
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,6276,6276,597,12098
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,8256,8256,516,11968
Renault,Twingo,14.94,5.2,59.6,958.6,petrol,4544,4544,418,11923
Audi,Q7,106.55,8.0,210.0,2976.33,diesel,8452,8452,618,11908
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,9087,9087,630,11895
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,10071,10071,429,11822
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,8950,8950,614,11695
Chevrolet,Lacetti,18.76,4.71,80.43,1612.93,petrol,7451,7451,526,11530
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,4959,4959,728,11383
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,8080,8080,474,10965
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,8232,8232,575,10607
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,6122,6122,616,10554
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,7462,7462,663,10354
Toyota,IQ,17.32,3.67,58.44,1152.89,petrol,4165,4165,819,10122
BMW,640i,114.88,8.0,235.0,2979.0,petrol,8186,8186,448,10067
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,7026,7026,503,10016
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,7175,7175,407,9807
Mercedes,CLC,42.56,6.17,131.67,2313.67,petrol,4854,4854,456,9725
Audi,80,27.1,4.67,91.75,2247.33,petrol,7334,7334,401,9449
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,6995,6995,419,9421
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,5878,5878,422,8973
Audi,A8,116.54,8.0,230.0,2981.0,petrol,7833,7833,457,8949
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,5454,5454,448,8798
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,5516,5516,492,8759
Skoda,Roomster,20.92,5.38,68.88,1272.44,petrol,5196,5196,417,8633
Jaguar,XKR,171.13,6.0,375.0,5000.0,petrol,7223,7223,390,8524
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,5282,5282,409,8358
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,3849,3849,505,8309
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,5031,5031,417,8207
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,3931,3931,404,8170
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,5039,5039,518,8117
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,6957,6957,198,8100
Volvo,440,20.28,4.11,72.85,1832.89,petrol,5159,5159,406,7874
Nissan,Pixo,9.47,4.67,50.0,996.0,petrol,2938,2938,321,7693
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,3154,3154,538,7518
Nissan,Pathfinder,60.96,5.5,146.0,2588.6,diesel,5387,5387,258,7483
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,6279,6279,340,7399
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,5293,5293,358,7353
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,5431,5431,377,7351
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,4720,4720,341,7180
Saab,9000,41.62,4.6,125.36,2336.52,petrol,5668,5668,401,7174
Chevrolet,Aveo,18.61,5.2,69.6,1330.4,petrol,3608,3608,315,7172
Chrysler,300C,70.32,4.5,199.0,4123.5,petrol,6218,6218,204,7146
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,4801,4801,377,7090
Peugeot,1007,18.66,5.0,59.58,1407.33,petrol,3347,3347,373,7087
Audi,S3,60.87,6.75,228.0,1984.0,petrol,5579,5579,273,7015
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,4566,4566,531,6974
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,5707,5707,245,6882
Audi,Q5,64.51,6.85,144.23,2048.54,diesel,4218,4218,373,6875
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,5696,5696,286,6608
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,4732,4732,301,6530
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,4161,4161,435,6475
Suzuki,Splash,13.15,4.8,55.4,1144.8,petrol,2895,2895,402,6342
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,3349,3349,305,6264
Chevrolet,Tacuma,20.2,4.78,82.33,1775.78,petrol,3577,3577,332,6050
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,4739,4739,228,5952
Alfa-Romeo,GT,37.35,5.38,121.06,1972.81,petrol,4520,4520,281,5801
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,3528,3528,313,5749
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,3930,3930,294,5708
Dodge,Caliber,26.59,4.12,108.62,1911.75,petrol,3615,3615,186,5681
Porsche,Cayman,84.6,6.5,220.5,3071.0,petrol,4409,4409,283,5597
Kia,Cerato,19.9,4.8,94.0,1742.6,petrol,3526,3526,237,5594
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,3790,3790,326,5582
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,4556,4556,251,5554
Alfa-Romeo,159,43.26,5.91,135.38,2276.0,diesel,4558,4558,263,5523
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,3581,3581,239,5445
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,3186,3186,371,5426
BMW,X1,51.44,7.2,123.93,1863.13,diesel,3059,3059,337,5212
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,3435,3435,250,5202
Peugeot,3008,40.98,7.31,114.27,1352.58,petrol,3220,3220,167,4942
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,4084,4084,256,4925
Audi,S4,95.3,6.33,253.67,3764.33,petrol,4133,4133,174,4897
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,2997,2997,238,4849
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,3343,3343,183,4673
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,3075,3075,289,4587
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,3371,3371,189,4384
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,3509,3509,192,4364
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,3374,3374,153,4284
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,3359,3359,235,4252
Citroen,DS3,23.36,5.25,81.29,1410.36,petrol,2135,2135,133,4223
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,3434,3434,150,4087
Nissan,Juke,28.23,6.45,86.0,999.0,petrol,2016,2016,116,4043
Aston-Martin,Vantage,360.76,6.0,410.0,5341.0,petrol,3552,3552,144,4001
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,2615,2615,222,3942
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,3002,3002,82,3909
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,2345,2345,279,3824
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,2219,2219,172,3642
Aston-Martin,DB9,273.76,6.0,381.0,5935.0,petrol,3240,3240,114,3612
Skoda,Yeti,30.35,6.3,83.5,1452.3,petrol,2480,2480,126,3611
Fiat,Idea,20.31,5.35,63.29,1344.82,diesel,1868,1868,199,3596
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,3093,3093,95,3572
Porsche,944,59.49,5.0,137.5,2734.5,petrol,3079,3079,124,3569
Mitsubishi,Grandis,30.84,4.6,121.0,2378.0,petrol,2167,2167,196,3444
Volvo,960,40.76,4.33,133.33,2634.22,petrol,2611,2611,183,3359
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,1823,1823,184,3339
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,3001,3001,136,3324
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,2648,2648,150,3321
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,2874,2874,75,3313
Ssangyong,Rexton,54.27,5.67,114.0,1998.0,diesel,2265,2265,143,3192
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,2682,2682,122,3174
Renault,19,16.29,4.8,57.87,1645.13,petrol,2105,2105,147,3171
Chevrolet,Spark,11.4,5.0,52.5,1047.75,petrol,1378,1378,212,3141
Hyundai,Ix35,38.9,5.84,113.84,1926.0,diesel,2043,2043,66,3129
BMW,X6,125.5,8.0,282.25,3344.75,petrol,2489,2489,132,3125
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,2678,2678,87,3107
Audi,RS4,121.77,6.67,316.33,3740.0,petrol,2668,2668,121,3065
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,2012,2012,210,2963
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,1465,1465,148,2912
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,2540,2540,78,2845
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,2103,2103,145,2811
Fiat,Sedici,21.91,4.67,88.0,1586.0,petrol,1409,1409,128,2800
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,1967,1967,112,2767
Mazda,121,13.19,5.0,51.33,1431.33,petrol,1180,1180,154,2710
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,2014,2014,156,2683
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,2047,2047,95,2652
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,1946,1946,185,2629
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,1194,1194,169,2591
Toyota,Urban,20.21,6.0,74.0,1329.0,petrol,1272,1272,154,2538
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,1563,1563,122,2520
Mercedes,R,88.78,7.0,190.0,3377.44,petrol,1731,1731,154,2512
Volkswagen,Transporter,35.38,6.0,103.08,1968.0,diesel,1822,1822,116,2399
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,1842,1842,61,2390
Alfa-Romeo,Brera,53.1,6.0,163.71,2679.29,petrol,1866,1866,117,2354
Kia,Venga,23.59,5.25,81.17,1509.75,petrol,1396,1396,38,2331
Toyota,Hilux,46.6,6.0,110.0,2393.0,diesel,1898,1898,88,2321
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,1948,1948,86,2318
Aston-Martin,DB7,158.82,4.5,250.0,3228.0,petrol,1914,1914,122,2216
Mercedes,Vaneo,28.97,5.0,72.62,1707.12,petrol,1329,1329,165,2201
Mazda,Tribute,38.02,4.5,129.5,2614.0,petrol,1369,1369,105,2199
Audi,100,37.33,4.76,101.12,2349.08,petrol,1768,1768,86,2196
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,1313,1313,95,2188
Dodge,Nitro,47.88,5.11,141.44,3106.67,diesel,1527,1527,78,2137
Honda,Logo,13.38,2.5,48.0,1343.0,petrol,736,736,140,2128
Chrysler,Sebring,37.47,5.5,114.5,2167.5,petrol,1519,1519,78,2079
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,1593,1593,103,2075
Daihatsu,Copen,23.81,5.0,64.0,1298.0,petrol,551,551,168,2047
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,1674,1674,111,2009
Peugeot,4007,42.93,3.86,122.14,2308.29,petrol,1317,1317,69,1985
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,1450,1450,88,1972
Mercedes,GLK,59.05,6.75,144.38,2417.88,diesel,1384,1384,109,1917
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,1500,1500,35,1900
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,1179,1179,85,1885
Volvo,460,20.5,4.14,72.43,1824.43,petrol,1268,1268,98,1876
Abarth,500C,21.11,5.0,60.62,1039.5,petrol,1101,1101,93,1843
Citroen,Nemo,13.44,5.0,54.5,1304.0,petrol,1154,1154,73,1791
Audi,S5,105.46,8.0,257.5,2981.0,petrol,1467,1467,89,1789
Lexus,GS,78.48,0.89,224.78,3196.56,petrol,1468,1468,112,1756
Citroen,C-Crosser,35.73,4.4,121.0,2287.6,petrol,1198,1198,56,1736
Peugeot,5008,42.51,7.14,99.52,1294.14,petrol,1056,1056,101,1725
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,1432,1432,53,1672
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,1330,1330,88,1641
Dodge,Journey,37.77,5.56,114.0,2184.0,diesel,1051,1051,56,1590
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,930,930,72,1556
Audi,R8,226.38,6.5,368.67,4857.0,petrol,1382,1382,77,1555
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,1080,1080,57,1544
Alfa-Romeo,166,43.89,5.67,130.56,2457.56,petrol,1288,1288,67,1509
Mitsubishi,Pajero,45.78,4.81,106.3,2768.51,diesel,1105,1105,67,1471
Peugeot,Expert,21.66,5.76,90.86,1809.71,diesel,1190,1190,62,1469
Peugeot,RCZ,38.94,6.0,135.56,1642.33,petrol,805,805,78,1447
Chevrolet,Cruze,28.17,5.58,103.0,1706.33,petrol,1067,1067,69,1426
Volkswagen,Phaeton,146.27,5.77,234.85,4089.92,petrol,1217,1217,76,1390
Audi,RS6,175.84,7.0,433.5,4493.5,petrol,1208,1208,57,1366
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,954,954,72,1333
Mazda,MPV,35.3,5.0,102.0,2129.0,petrol,847,847,82,1324
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,694,694,76,1319
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,1155,1155,51,1304
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,928,928,72,1278
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,752,752,87,1253
Fiat,Qubo,16.7,5.0,54.0,1360.0,petrol,750,750,49,1234
Ford,Mustang,74.61,3.2,239.2,3640.2,petrol,1108,1108,28,1230
Fiat,Croma,34.33,5.59,105.0,1962.06,diesel,871,871,34,1199
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,855,855,57,1192
